CustomerID,Recency,Frequency,Monetary,prediction
14529.0,61,205,575.9700000000001,1
12473.0,54,154,2489.0899999999997,1
14141.0,3,40,915.13,2
18027.0,99,21,115.31,2
15748.0,41,20,144.36,2
18015.0,5,46,120.02999999999997,2
17525.0,360,9,422.7,0
12365.0,292,21,320.69,0
15402.0,149,40,536.05,2
15247.0,123,6,356.0,2
13603.0,27,26,161.87,2
13095.0,71,6,74.39999999999999,2
14282.0,4,148,3672.7200000000003,1
17211.0,27,206,2258.2599999999998,1
12356.0,23,58,2487.4300000000003,1
12437.0,2,184,4447.41,1
14476.0,258,17,193.0,0
14105.0,240,74,1266.23,0
13427.0,20,29,582.6,2
18092.0,3,83,7778.26,1
14067.0,64,51,355.75,2
12379.0,82,38,777.24,2
13297.0,8,59,2089.85,1
12842.0,71,33,1053.9899999999998,2
16460.0,29,127,789.8700000000001,1
13598.0,48,35,160.04000000000002,2
16347.0,12,83,797.45,1
17737.0,10,10,168.24,2
14851.0,24,28,511.35,2
13026.0,2,33,761.28,2
12673.0,6,41,574.52,2
12802.0,187,24,397.58000000000004,0
17693.0,138,14,194.71,2
14484.0,51,14,321.91999999999996,2
16423.0,25,18,346.12,2
13417.0,5,28,640.83,2
13127.0,78,15,259.17,2
14800.0,48,379,4215.6900000000005,1
13034.0,55,37,642.7700000000001,2
13842.0,59,201,3228.0699999999997,1
16434.0,30,107,1511.8,1
14060.0,5,198,5895.620000000001,1
17765.0,159,56,367.63,2
17764.0,51,69,754.88,1
16365.0,18,49,1506.5199999999995,1
13949.0,3,151,2390.2,1
15075.0,78,27,773.03,2
13384.0,31,148,3686.3499999999995,1
12950.0,3,22,1699.0,2
17502.0,10,28,689.1,2
15725.0,16,32,415.25,2
16344.0,159,2,101.10000000000001,0
13514.0,74,4,152.20000000000002,2
16127.0,40,40,656.2499999999999,2
17949.0,8,21,8961.870000000003,1
16814.0,15,319,6416.700000000001,1
13081.0,12,1016,28197.079999999998,1
16779.0,3,331,10611.720000000001,1
13899.0,17,19,388.52,2
13995.0,16,86,1393.69,1
12833.0,146,24,417.38,2
13379.0,27,90,554.89,1
15690.0,5,17,226.08,2
15706.0,64,55,1060.56,1
13808.0,6,74,1683.2000000000003,1
13471.0,2,252,2467.94,1
16936.0,26,55,255.06000000000003,2
16473.0,165,18,316.11,0
13122.0,95,55,922.39,1
17856.0,2,12,663.83,2
17535.0,281,13,164.39999999999998,0
17962.0,143,32,101.31,2
14972.0,129,18,114.77,2
13369.0,366,13,258.28000000000003,0
16033.0,6,1123,8668.36,1
16477.0,64,146,2494.4600000000005,1
18219.0,3,112,1994.77,1
13183.0,8,94,3957.78,1
17311.0,79,53,1190.0000000000002,1
12637.0,68,378,5715.049999999999,1
17604.0,218,63,309.36,0
16156.0,9,127,3028.24,1
17499.0,290,40,622.88,0
15125.0,26,123,10756.84,1
14689.0,209,13,112.8,0
13856.0,169,13,294.9,0
12461.0,155,33,622.3199999999999,2
17870.0,3,264,1516.1200000000001,1
18180.0,5,118,1825.5099999999998,1
12703.0,72,20,265.55,2
14710.0,15,135,598.88,1
15877.0,2,125,489.56999999999994,1
17595.0,13,82,386.69000000000005,2
14093.0,13,99,427.02000000000004,2
14397.0,3,86,2509.28,1
17218.0,5,271,1951.9700000000003,1
13089.0,3,1797,55346.34999999998,1
12854.0,79,109,1316.25,1
15339.0,67,85,561.91,2
17442.0,37,134,2216.6600000000003,1
13368.0,257,27,539.5,0
16170.0,51,113,1801.54,1
15230.0,240,23,429.59999999999997,0
16354.0,64,39,395.80000000000007,2
15763.0,32,59,991.0700000000002,1
12657.0,12,42,1217.18,1
14121.0,4,154,2695.5,1
12630.0,10,61,1013.9300000000001,1
13040.0,9,43,676.99,2
16112.0,144,9,102.62,0
12401.0,304,4,69.3,0
14585.0,51,29,157.04999999999998,2
16509.0,297,12,346.75,0
17158.0,33,67,1266.97,1
17686.0,8,284,5705.5599999999995,1
17569.0,333,29,344.14000000000004,0
16497.0,50,134,2897.89,1
16124.0,318,7,113.39999999999999,0
13301.0,104,80,617.6100000000001,2
16980.0,256,80,795.2600000000001,0
15671.0,19,75,2585.3700000000003,1
14655.0,9,49,1932.23,1
14888.0,208,20,369.2,0
16023.0,47,100,718.6700000000001,1
13720.0,117,41,705.6999999999999,2
13931.0,96,58,1237.53,1
16015.0,4,171,685.51,1
15883.0,3,49,396.48,2
14082.0,365,29,182.25,0
17855.0,373,17,208.97,0
17858.0,6,184,3426.7599999999998,1
17418.0,43,29,458.9,2
14257.0,65,104,2814.17,1
12421.0,16,41,639.04,2
14553.0,20,110,687.24,1
14491.0,176,17,340.92999999999995,0
14493.0,8,119,2343.29,1
14342.0,22,21,668.5600000000001,2
16332.0,29,150,1582.6799999999998,1
17712.0,45,28,443.01,2
18228.0,57,30,779.9000000000001,2
13767.0,3,363,15389.96,1
14865.0,8,3,43.08,2
15424.0,255,15,318.30000000000007,0
17204.0,176,53,1462.8600000000001,1
17703.0,36,55,798.7399999999999,2
18192.0,72,45,957.9699999999999,2
14184.0,67,24,452.88999999999993,2
17930.0,36,37,1394.88,1
14801.0,62,55,187.67000000000002,2
17232.0,3,35,417.77,2
14000.0,212,13,500.29999999999995,0
17313.0,32,24,2328.84,1
13329.0,32,17,789.0,2
13485.0,234,23,454.24,0
14053.0,125,4,260.25,2
16728.0,47,259,1042.58,1
14297.0,18,62,1305.33,1
12380.0,22,99,2278.11,1
13376.0,100,50,869.76,2
12364.0,8,80,1143.3,1
12726.0,29,116,2374.62,1
13639.0,75,39,795.74,2
14856.0,37,65,1290.5299999999997,1
13710.0,32,7,175.92000000000002,2
14140.0,4,65,925.9300000000002,1
17760.0,22,25,287.59,2
15865.0,41,38,794.9799999999999,2
15277.0,47,12,255.9,2
16241.0,10,650,2585.369999999999,1
15615.0,11,423,10399.74,1
13048.0,15,135,1819.41,1
17061.0,74,98,5216.28,1
17469.0,17,88,1870.97,1
17531.0,191,14,296.7,0
13890.0,2,110,1883.81,1
14720.0,6,34,612.96,2
15238.0,30,46,933.31,2
15618.0,33,44,776.8499999999999,2
12722.0,86,49,907.27,2
16140.0,66,33,542.3,2
12718.0,72,17,197.69000000000003,2
12847.0,23,79,830.72,1
16528.0,4,17,244.41000000000003,2
16654.0,142,27,562.81,2
15592.0,47,24,388.58000000000004,2
12984.0,19,4,97.5,2
12567.0,23,430,8205.130000000001,1
15716.0,146,117,1101.11,1
13033.0,358,11,190.55,0
14639.0,53,164,2848.89,1
13304.0,352,21,300.42,0
14735.0,4,193,6050.69,1
14548.0,151,4,652.8,0
17282.0,131,84,1040.23,1
13340.0,46,128,9522.239999999998,1
12849.0,32,48,1010.29,1
17092.0,51,123,1740.13,1
12982.0,243,28,390.53999999999996,0
16869.0,23,122,800.22,1
16682.0,5,29,958.88,2
14079.0,125,11,343.2,2
15745.0,20,62,1094.5900000000001,1
16758.0,66,22,369.34,2
16776.0,61,68,368.5,2
12536.0,60,250,4077.02,1
12923.0,65,28,172.82000000000002,2
12638.0,34,38,511.69,2
17458.0,16,53,314.82,2
17936.0,6,72,380.13,2
14631.0,51,40,1002.4199999999998,2
16482.0,16,17,216.05999999999997,2
14101.0,74,24,2885.99,1
15581.0,157,143,717.4300000000001,1
16607.0,18,167,2776.43,1
13523.0,34,165,3452.43,1
14146.0,9,207,4089.2999999999997,1
16701.0,9,137,5029.9,1
14878.0,13,122,1476.09,1
13138.0,23,63,962.3900000000001,1
14409.0,72,52,1901.1000000000004,1
14670.0,281,123,392.86,0
15861.0,13,535,2966.3799999999997,1
16804.0,24,60,536.99,2
18177.0,32,73,1340.8700000000001,1
15292.0,202,23,162.44,0
15969.0,3,19,582.9000000000001,2
17579.0,5,50,448.90000000000003,2
15434.0,9,55,1041.48,1
12952.0,6,76,1319.9900000000002,1
14947.0,73,13,275.82,2
15243.0,75,22,316.68,2
17623.0,33,33,527.05,2
12391.0,22,92,422.71000000000004,2
17371.0,18,86,418.4,2
17767.0,16,21,271.20000000000005,2
16943.0,212,32,800.78,0
12834.0,283,18,312.38000000000005,0
16248.0,62,7,152.94,2
17905.0,157,31,597.79,2
14341.0,46,126,2162.42,1
15227.0,37,53,1083.8,1
15764.0,89,179,3101.2200000000003,1
16339.0,285,18,94.05,0
12590.0,212,66,8951.259999999998,1
13294.0,190,54,873.74,2
18073.0,115,61,2069.9,1
13258.0,12,36,672.83,2
13486.0,79,68,1117.85,1
17361.0,50,29,488.20000000000005,2
15489.0,23,50,1134.2800000000002,1
14550.0,11,47,757.3699999999999,2
16026.0,44,32,236.09,2
17836.0,48,24,110.21000000000001,2
17430.0,33,13,261.20000000000005,2
12966.0,10,10,160.18,2
16956.0,18,16,308.74000000000007,2
17301.0,22,58,161.91000000000003,2
12668.0,12,154,3163.4700000000003,1
17802.0,83,140,1285.04,1
13599.0,2,242,5020.950000000001,1
13001.0,5,331,8693.85,1
13837.0,212,18,266.59,0
12489.0,337,13,267.03000000000003,0
12957.0,10,236,3997.709999999999,1
12948.0,17,116,2064.95,1
12701.0,80,47,683.89,2
15386.0,187,31,394.14,0
17924.0,12,31,2962.5,1
14757.0,76,19,420.5,2
13224.0,61,107,2100.2699999999995,1
17432.0,19,48,365.76,2
17561.0,20,43,163.79000000000002,2
16792.0,283,12,110.38000000000002,0
18040.0,20,19,357.2,2
16982.0,61,22,384.06,2
15464.0,339,151,883.9,0
17420.0,51,28,546.98,2
16928.0,81,203,2782.7999999999997,1
12591.0,318,25,368.84999999999997,0
18171.0,59,52,1164.51,1
17422.0,17,111,1881.29,1
16113.0,184,29,145.42999999999998,0
12624.0,107,36,569.13,2
13109.0,60,46,779.7,2
14019.0,47,65,1369.7699999999998,1
14869.0,9,69,704.4999999999999,1
12893.0,31,31,176.55,2
14953.0,26,53,271.99,2
17692.0,128,44,733.4999999999999,2
15133.0,128,27,966.3399999999999,2
14870.0,262,13,327.25,0
16959.0,88,7,117.35,2
15925.0,195,12,207.15,0
14560.0,8,73,2136.9700000000003,1
13815.0,23,170,3487.0800000000004,1
17362.0,240,34,276.28,0
15951.0,9,41,708.22,2
17725.0,17,189,3413.31,1
13300.0,170,20,371.88999999999993,0
12794.0,54,44,857.53,2
12534.0,131,61,962.2299999999999,1
14385.0,10,14,202.11,2
12920.0,18,25,128.88,2
16116.0,212,34,612.78,0
13845.0,65,9,312.98,2
17871.0,205,8,147.26,0
15061.0,4,333,37032.380000000005,1
12867.0,27,534,4009.3399999999997,1
14217.0,2,98,1969.0800000000002,1
14496.0,312,19,538.81,0
15676.0,19,195,3304.8900000000003,1
16626.0,1,170,3733.2,1
13760.0,55,57,286.7900000000001,2
15906.0,20,149,1550.74,1
18202.0,200,67,1363.0900000000001,1
16103.0,8,48,1429.64,1
12685.0,29,149,2561.4,1
16603.0,75,32,475.59,2
18154.0,4,21,399.19,2
13882.0,3,61,1067.6000000000001,1
15050.0,26,73,1724.2000000000003,1
12488.0,10,51,1070.6,1
13005.0,174,26,513.6999999999999,0
16527.0,82,13,223.5,2
17969.0,167,14,228.2,0
17912.0,311,37,310.06,0
13963.0,309,35,664.54,0
16714.0,318,85,864.06,0
16770.0,58,139,717.1500000000001,1
15270.0,16,36,1436.69,1
15421.0,59,53,950.3599999999999,1
14502.0,20,594,2380.9499999999994,1
15639.0,135,23,391.42,2
17312.0,139,14,644.3,2
15111.0,30,83,1564.6000000000004,1
14382.0,27,118,533.16,1
13146.0,27,17,228.91,2
13754.0,152,12,282.59999999999997,0
15942.0,134,14,337.44,2
15610.0,52,6,112.46,2
16899.0,8,123,1271.06,1
18283.0,4,720,2029.58,1
13782.0,13,113,908.8599999999999,1
14738.0,43,52,1289.94,1
16303.0,26,157,5191.13,1
13268.0,18,424,3087.7199999999993,1
13662.0,86,50,813.4600000000002,2
14286.0,24,280,4628.749999999999,1
15855.0,137,80,712.2400000000001,1
17242.0,109,40,1135.04,2
15030.0,72,7,518.28,2
13359.0,64,22,389.56,2
16024.0,13,61,238.43000000000006,2
17806.0,12,40,527.8,2
14859.0,13,57,1336.79,1
17727.0,16,66,1060.2500000000002,1
16642.0,5,33,681.4900000000001,2
15314.0,200,23,325.69,0
17937.0,9,43,4301.22,1
13742.0,17,308,2974.27,1
16409.0,37,231,2022.9799999999998,1
13898.0,326,9,142.25,0
14530.0,26,210,2713.41,1
13904.0,38,26,332.64000000000004,2
17931.0,135,65,408.35999999999996,2
17323.0,16,194,905.38,1
18151.0,135,38,653.35,2
17704.0,169,30,880.6299999999999,2
14844.0,64,129,2831.8100000000004,1
14898.0,24,105,1034.97,1
13527.0,34,210,2209.33,1
13972.0,71,14,185.5,2
16838.0,198,23,387.90000000000003,0
15795.0,150,38,552.3199999999999,2
17457.0,127,18,1370.5,2
14937.0,57,34,1621.88,1
17520.0,54,28,510.34999999999997,2
17082.0,34,76,1735.61,1
15554.0,278,14,217.2,0
15147.0,241,28,623.5,0
15523.0,85,10,412.01,2
14772.0,113,9,139.26,2
15127.0,66,16,406.53,2
14413.0,363,22,121.05000000000001,0
17580.0,253,45,215.72000000000003,0
16809.0,24,149,914.6899999999999,1
12408.0,33,97,2511.09,1
15491.0,96,145,2965.16,1
17746.0,241,6,110.25,0
15746.0,135,28,196.88,2
16952.0,110,16,167.60999999999999,2
13503.0,72,17,216.85,2
12454.0,57,12,2500.8399999999997,2
14102.0,6,58,1105.88,1
18034.0,22,108,411.21,2
12498.0,22,21,349.70000000000005,2
16998.0,150,4,295.0,0
16808.0,100,23,288.41999999999996,2
15504.0,82,13,52.83,2
17365.0,13,461,4674.49,1
15827.0,74,115,1836.0899999999997,1
12836.0,60,169,2440.8599999999997,1
16256.0,267,13,752.4300000000001,0
16766.0,274,34,1145.6,0
12949.0,31,215,4167.22,1
15609.0,185,15,281.53,0
15987.0,13,127,1079.43,1
16279.0,22,106,1502.78,1
14125.0,11,163,2661.7300000000005,1
16669.0,24,150,1332.96,1
17384.0,20,15,336.40000000000003,2
16892.0,2,94,451.24,2
17914.0,4,72,322.52,2
13806.0,64,10,256.38,2
13948.0,361,3,102.0,0
15262.0,324,10,178.95,0
15820.0,320,17,206.98000000000002,0
16203.0,59,35,592.9000000000001,2
14723.0,11,254,1099.3500000000001,1
14525.0,20,276,4098.89,1
17146.0,106,34,579.78,2
18239.0,219,88,1561.6100000000001,1
16904.0,5,662,3573.8499999999985,1
14621.0,2,89,1737.51,1
15939.0,90,70,5045.21,1
14292.0,8,98,4838.03,1
15410.0,85,122,3450.8400000000006,1
13035.0,74,27,921.8800000000001,2
13261.0,269,9,944.1,0
16175.0,95,58,1037.59,1
16230.0,190,35,542.0300000000001,0
13989.0,66,38,1029.9199999999998,2
15123.0,8,106,2199.31,1
18160.0,58,39,638.0600000000001,2
15134.0,15,72,1369.7500000000002,1
12526.0,1,68,1172.66,1
16066.0,17,99,1412.8,1
15274.0,5,45,707.45,2
14204.0,3,38,150.23,2
14012.0,278,11,328.79999999999995,0
14403.0,131,20,1475.8100000000002,2
15450.0,31,30,429.84000000000003,2
16022.0,261,71,602.63,0
14037.0,177,28,147.2,0
14031.0,8,236,12308.78,1
14291.0,2,236,3851.35,1
14903.0,22,344,2733.0099999999998,1
17663.0,26,84,1726.01,1
16099.0,51,39,731.9,2
16224.0,58,95,1282.5000000000002,1
15585.0,177,30,450.74,0
17444.0,152,132,2326.1200000000003,1
14584.0,170,96,967.9300000000001,1
14287.0,9,8,159.35,2
15866.0,102,41,177.99,2
15252.0,37,44,740.7800000000001,2
14820.0,22,29,507.2900000000001,2
14470.0,12,42,411.19,2
13059.0,250,8,183.4,0
13762.0,219,7,306.71999999999997,0
13663.0,180,13,189.47,0
14416.0,23,14,490.2200000000001,2
13198.0,11,222,3313.9,1
14419.0,11,202,1051.79,1
12754.0,236,51,427.38,0
17843.0,304,36,200.68,0
18095.0,313,21,580.0500000000001,0
14110.0,4,155,5683.15,1
14794.0,3,73,1227.5,1
13576.0,11,124,6678.88,1
14451.0,61,105,643.9,1
13500.0,24,65,1166.77,1
12640.0,24,49,960.6799999999998,1
13356.0,81,41,751.29,2
15762.0,66,35,549.85,2
14080.0,33,4,45.599999999999994,2
14240.0,31,42,890.3400000000001,2
14349.0,11,31,133.50000000000003,2
14960.0,9,27,221.27,2
16519.0,26,13,215.08,2
15541.0,115,29,85.13,2
12390.0,80,29,470.94,2
12753.0,23,192,20649.870000000003,1
16676.0,34,88,1512.2199999999998,1
12484.0,36,337,3934.76,1
15058.0,26,262,2032.7399999999998,1
13659.0,206,100,1432.1000000000001,1
12994.0,5,61,974.42,1
17107.0,34,410,10401.66,1
17955.0,219,18,394.09999999999997,0
14459.0,156,37,1837.92,1
13260.0,62,8,557.6199999999999,2
16412.0,54,30,135.99,2
13560.0,8,32,171.42000000000002,2
15578.0,163,13,127.1,0
12648.0,155,20,300.05,2
12513.0,113,34,558.29,2
15163.0,19,29,304.47,2
16711.0,4,21,1620.7900000000002,2
15107.0,312,16,319.49999999999994,0
17114.0,6,122,784.1700000000001,1
14320.0,207,31,477.79,0
17348.0,15,210,1131.97,1
13650.0,17,96,1836.3400000000001,1
13959.0,80,90,594.04,1
17696.0,39,115,2285.71,1
16369.0,19,116,1545.0299999999997,1
14623.0,33,132,885.0200000000001,1
18097.0,8,105,2648.0,1
15181.0,67,16,689.4799999999999,2
14868.0,4,143,2937.6400000000003,1
12631.0,58,30,480.5,2
15214.0,2,109,1656.6899999999998,1
16376.0,9,117,939.14,1
13936.0,180,25,369.73999999999995,0
14806.0,76,11,193.39,2
16395.0,61,202,1460.7799999999997,1
13408.0,2,465,26409.08,1
17630.0,170,24,431.74999999999994,0
14375.0,186,60,229.48000000000002,0
15054.0,13,112,301.72,2
15988.0,20,24,132.83,2
13745.0,163,25,300.04,0
17222.0,66,27,328.65,2
13922.0,352,7,172.25,0
13058.0,25,8,271.4,2
13230.0,5,583,2631.7000000000003,1
14978.0,73,214,1921.37,1
13313.0,23,78,1555.3200000000002,1
17047.0,86,65,1100.8999999999999,1
15334.0,157,98,350.82000000000005,2
14837.0,90,106,1636.3,1
15069.0,180,69,1092.5800000000002,1
16529.0,191,30,455.25000000000006,0
16235.0,41,45,827.4099999999999,2
13761.0,51,70,1070.65,1
12418.0,113,34,668.58,2
13726.0,39,40,1059.02,2
14432.0,10,355,2210.7599999999998,1
16379.0,5,108,2157.4,1
12457.0,67,56,1907.63,1
16872.0,78,3,148.82999999999998,2
17590.0,3,190,1419.4500000000003,1
16811.0,5,27,528.83,2
13045.0,100,18,305.28,2
13462.0,253,9,151.5,0
17581.0,1,436,10601.34,1
15628.0,5,155,2870.2400000000002,1
15150.0,18,338,5227.48,1
12955.0,2,177,4742.76,1
13184.0,15,170,1622.3500000000001,1
14651.0,68,94,599.0,1
13647.0,10,78,1648.1200000000001,1
15918.0,191,40,334.22999999999996,0
14866.0,11,78,9371.34,1
15215.0,47,34,709.94,2
14830.0,54,35,183.37,2
16043.0,38,34,689.24,2
15148.0,11,19,298.41,2
17205.0,54,11,251.6,2
12651.0,335,9,114.0,0
16422.0,18,313,25042.120000000003,1
13694.0,4,423,40716.219999999994,1
17829.0,299,30,889.2399999999999,0
16419.0,113,50,958.71,2
14377.0,192,9,561.1500000000001,0
12435.0,80,33,7120.450000000001,1
13082.0,127,66,1963.96,1
16880.0,31,174,1491.43,1
16147.0,134,22,375.0,2
13411.0,108,18,213.55,2
17303.0,362,52,233.08999999999997,0
12458.0,72,36,787.4,2
18037.0,155,18,50.07,0
15264.0,65,23,393.74,2
15379.0,170,191,3684.1700000000005,1
15570.0,8,312,4052.03,1
16143.0,4,116,2174.94,1
15916.0,17,147,1478.53,1
13162.0,123,75,1660.93,1
13501.0,289,52,1340.3200000000002,0
12945.0,289,23,462.95,0
13708.0,272,49,285.33,0
17652.0,26,252,4795.21,1
12999.0,197,28,455.87999999999994,0
12710.0,97,74,1023.02,1
14305.0,72,103,1839.4,1
17173.0,6,86,3766.6000000000004,1
15400.0,93,12,716.1999999999999,2
12715.0,107,19,263.36,2
12518.0,1,119,1840.8899999999999,1
12912.0,3,24,1662.3,1
16516.0,31,6,101.69999999999999,2
15679.0,25,99,739.9000000000001,1
15857.0,19,14,297.0,2
13428.0,11,70,201.4,2
16897.0,300,37,289.78000000000003,0
