CustomerID,RepeatPurchase,prediction,probability
13925.0,0,1.0,"[0.31658129097033416,0.6834187090296658]"
13926.0,1,0.0,"[0.5775063400252068,0.42249365997479316]"
13931.0,0,1.0,"[0.21044591922895778,0.7895540807710422]"
13932.0,0,1.0,"[0.47001189753959227,0.5299881024604077]"
13934.0,0,1.0,"[0.2853780990517899,0.7146219009482101]"
13959.0,1,1.0,"[0.23913632347270508,0.7608636765272949]"
13963.0,0,1.0,"[0.30749892214303204,0.692501077856968]"
13969.0,1,1.0,"[0.03686423909568351,0.9631357609043165]"
13990.0,0,1.0,"[0.4685116730173967,0.5314883269826033]"
13993.0,1,1.0,"[0.11033679724134254,0.8896632027586575]"
14047.0,1,1.0,"[0.24995838392599262,0.7500416160740073]"
14048.0,0,1.0,"[0.27775280432307276,0.7222471956769272]"
14051.0,1,1.0,"[0.04381164218262528,0.9561883578173748]"
14056.0,1,1.0,"[0.029876383638064767,0.9701236163619352]"
14057.0,1,1.0,"[0.06068274480447923,0.9393172551955208]"
14062.0,1,1.0,"[0.06975819714415214,0.9302418028558479]"
14068.0,0,1.0,"[0.4460180423537229,0.5539819576462771]"
14073.0,1,0.0,"[0.5750557148914446,0.4249442851085554]"
14077.0,1,1.0,"[0.3204613324915254,0.6795386675084746]"
14079.0,0,1.0,"[0.4943049098741625,0.5056950901258375]"
14080.0,1,0.0,"[0.7879539344635783,0.2120460655364217]"
14081.0,0,1.0,"[0.16999180216505244,0.8300081978349476]"
14102.0,1,1.0,"[0.21953613942991662,0.7804638605700833]"
14105.0,0,1.0,"[0.19208359777468673,0.8079164022253132]"
14110.0,1,1.0,"[0.07789814973463827,0.9221018502653617]"
14129.0,1,1.0,"[0.22619503937989965,0.7738049606201003]"
14154.0,0,1.0,"[0.22565835229842368,0.7743416477015763]"
14163.0,1,1.0,"[0.1725434836505667,0.8274565163494333]"
14164.0,1,1.0,"[0.26302997809861894,0.7369700219013811]"
14165.0,0,0.0,"[0.5400625624987135,0.45993743750128646]"
14178.0,1,1.0,"[0.10639710442091477,0.8936028955790852]"
14191.0,1,1.0,"[0.06997434817026833,0.9300256518297316]"
14195.0,0,0.0,"[0.5579956494309656,0.4420043505690344]"
14201.0,1,1.0,"[0.30066006649105176,0.6993399335089483]"
14221.0,1,1.0,"[0.09083658639839212,0.9091634136016079]"
14226.0,1,1.0,"[0.17588955602751122,0.8241104439724888]"
14227.0,1,1.0,"[0.09363549327355004,0.90636450672645]"
14232.0,1,1.0,"[0.13589196147629776,0.8641080385237022]"
14237.0,0,0.0,"[0.639883879407635,0.360116120592365]"
14239.0,1,1.0,"[0.1295672804901893,0.8704327195098107]"
14259.0,0,0.0,"[0.6849813695260383,0.3150186304739617]"
14261.0,1,1.0,"[0.22330612819208934,0.7766938718079106]"
14264.0,0,1.0,"[0.4540501491943969,0.5459498508056031]"
14270.0,0,1.0,"[0.35660521210951385,0.6433947878904862]"
14284.0,1,1.0,"[0.32702341084009023,0.6729765891599098]"
14305.0,1,1.0,"[0.14727488450577178,0.8527251154942282]"
14306.0,1,1.0,"[0.22087454835056575,0.7791254516494343]"
14311.0,0,1.0,"[0.4463331420841802,0.5536668579158198]"
14312.0,1,1.0,"[0.16826663050652355,0.8317333694934764]"
14315.0,1,1.0,"[0.13455771797648125,0.8654422820235188]"
14339.0,0,1.0,"[0.4826337235669628,0.5173662764330371]"
14340.0,0,0.0,"[0.6582338030622685,0.34176619693773147]"
14348.0,0,1.0,"[0.42430012858562244,0.5756998714143775]"
14356.0,1,1.0,"[0.3072618361485084,0.6927381638514916]"
14382.0,1,1.0,"[0.22772863801392362,0.7722713619860764]"
14390.0,1,1.0,"[0.06781015389798274,0.9321898461020173]"
14401.0,1,1.0,"[0.08806552488831051,0.9119344751116895]"
14403.0,0,1.0,"[0.27651131644500027,0.7234886835549997]"
14416.0,1,1.0,"[0.4281657568534443,0.5718342431465557]"
14419.0,1,1.0,"[0.14475365112814573,0.8552463488718542]"
14449.0,1,1.0,"[0.14631799439017226,0.8536820056098278]"
14457.0,0,0.0,"[0.7070578241892275,0.29294217581077253]"
14463.0,0,0.0,"[0.5204686377600017,0.47953136223999826]"
14470.0,1,1.0,"[0.34103655609639694,0.6589634439036031]"
14475.0,1,1.0,"[0.259784286287387,0.7402157137126131]"
14481.0,0,1.0,"[0.3258898664328253,0.6741101335671746]"
14488.0,1,1.0,"[0.24010395216275837,0.7598960478372416]"
14497.0,0,1.0,"[0.3605334796652453,0.6394665203347547]"
14501.0,0,0.0,"[0.5408427326019796,0.45915726739802043]"
14518.0,1,0.0,"[0.6006700917624496,0.39932990823755043]"
14522.0,1,1.0,"[0.3325423686548173,0.6674576313451828]"
14523.0,0,0.0,"[0.5278319577562152,0.47216804224378484]"
14528.0,1,1.0,"[0.43805968225642355,0.5619403177435764]"
14530.0,1,1.0,"[0.09560908807276945,0.9043909119272305]"
14534.0,1,1.0,"[0.05510921770354756,0.9448907822964524]"
14536.0,0,0.0,"[0.5279816094772566,0.4720183905227434]"
14540.0,1,1.0,"[0.21709344777850223,0.7829065522214977]"
14546.0,1,1.0,"[0.07621484036903395,0.9237851596309661]"
14547.0,1,1.0,"[0.06733163243555135,0.9326683675644487]"
14550.0,1,1.0,"[0.26927887785946497,0.730721122140535]"
14557.0,1,1.0,"[0.3610976759120655,0.6389023240879346]"
14560.0,1,1.0,"[0.1569030131581264,0.8430969868418736]"
14561.0,1,1.0,"[0.21174599106388817,0.7882540089361119]"
14562.0,1,1.0,"[0.05581959149895146,0.9441804085010486]"
14593.0,1,1.0,"[0.20068105716410123,0.7993189428358988]"
14598.0,1,1.0,"[0.39231046781051193,0.6076895321894881]"
14601.0,1,0.0,"[0.5932566789958689,0.40674332100413113]"
14623.0,1,1.0,"[0.18069669460078305,0.8193033053992169]"
14632.0,0,0.0,"[0.6511827762601293,0.3488172237398707]"
14640.0,1,1.0,"[0.139699854356519,0.860300145643481]"
14649.0,1,1.0,"[0.13430168529738915,0.8656983147026108]"
14651.0,1,1.0,"[0.23506658541199704,0.7649334145880029]"
14660.0,1,1.0,"[0.4342059527851406,0.5657940472148594]"
14669.0,0,1.0,"[0.1468982745110957,0.8531017254889043]"
14670.0,0,1.0,"[0.2510825761414729,0.7489174238585271]"
14680.0,1,1.0,"[0.03231246754089838,0.9676875324591017]"
14699.0,0,0.0,"[0.6564044935461328,0.34359550645386716]"
14725.0,1,1.0,"[0.28854121017740136,0.7114587898225986]"
14731.0,1,1.0,"[0.34298442396665235,0.6570155760333476]"
14733.0,1,1.0,"[0.05545173917621671,0.9445482608237833]"
14735.0,1,1.0,"[0.06945154956246732,0.9305484504375326]"
14741.0,1,1.0,"[0.206147819062929,0.793852180937071]"
14754.0,1,1.0,"[0.2976033230408689,0.7023966769591311]"
14755.0,1,1.0,"[0.07021258998911556,0.9297874100108845]"
14769.0,1,1.0,"[0.027416178277516873,0.9725838217224831]"
14789.0,1,0.0,"[0.616042121181473,0.38395787881852705]"
14796.0,1,1.0,"[0.02976762110333388,0.9702323788966661]"
14805.0,1,1.0,"[0.30301962452125253,0.6969803754787475]"
14816.0,0,0.0,"[0.8669395269063919,0.13306047309360813]"
14818.0,1,1.0,"[0.28096213970219175,0.7190378602978083]"
14819.0,1,0.0,"[0.5054536718864846,0.4945463281135154]"
14824.0,1,1.0,"[0.27159521329433695,0.7284047867056631]"
14830.0,1,1.0,"[0.45102425534724505,0.548975744652755]"
14834.0,1,1.0,"[0.17636968214691254,0.8236303178530875]"
14840.0,0,0.0,"[0.76163694927428,0.23836305072571995]"
14850.0,0,1.0,"[0.4356572351715999,0.5643427648284001]"
14851.0,1,1.0,"[0.3558652627626654,0.6441347372373346]"
14859.0,1,1.0,"[0.20557071409936917,0.7944292859006308]"
14862.0,1,1.0,"[0.264733231721907,0.735266768278093]"
14865.0,1,0.0,"[0.8077344759351017,0.19226552406489827]"
14871.0,1,1.0,"[0.251589838823471,0.748410161176529]"
14885.0,0,1.0,"[0.3704491216449696,0.6295508783550303]"
14889.0,0,0.0,"[0.6122113578579709,0.3877886421420291]"
14897.0,1,1.0,"[0.21259330669582568,0.7874066933041743]"
14898.0,1,1.0,"[0.1840887030231846,0.8159112969768154]"
14903.0,1,1.0,"[0.07855592014216227,0.9214440798578377]"
14904.0,1,1.0,"[0.2551317909224694,0.7448682090775306]"
14912.0,1,1.0,"[0.3135167579538682,0.6864832420461318]"
14916.0,1,1.0,"[0.19286431069742996,0.8071356893025701]"
14931.0,1,1.0,"[0.2771564628279369,0.7228435371720632]"
14944.0,1,1.0,"[0.07422981346945064,0.9257701865305493]"
14950.0,1,1.0,"[0.4304050673803134,0.5695949326196865]"
14954.0,1,1.0,"[0.3280357407444716,0.6719642592555284]"
14958.0,0,1.0,"[0.3417676569235492,0.6582323430764507]"
14963.0,1,1.0,"[0.12911318133047797,0.870886818669522]"
14965.0,0,1.0,"[0.24708260407352356,0.7529173959264764]"
14966.0,1,1.0,"[0.44833046971980045,0.5516695302801995]"
14976.0,1,1.0,"[0.2342622630473953,0.7657377369526047]"
14984.0,1,1.0,"[0.43149241240790315,0.5685075875920969]"
14985.0,0,1.0,"[0.3152964441608949,0.684703555839105]"
14998.0,0,1.0,"[0.28854911020641333,0.7114508897935867]"
15009.0,1,1.0,"[0.14200543627687792,0.8579945637231221]"
15014.0,1,1.0,"[0.417211143490294,0.582788856509706]"
15021.0,1,1.0,"[0.08503301532960493,0.9149669846703951]"
15030.0,1,1.0,"[0.48867001468653487,0.5113299853134652]"
15032.0,0,1.0,"[0.1469093676165019,0.8530906323834981]"
15035.0,1,1.0,"[0.4493077276026679,0.5506922723973321]"
15039.0,1,1.0,"[0.01760981045877135,0.9823901895412287]"
15044.0,1,1.0,"[0.04496673028833911,0.9550332697116609]"
15047.0,0,1.0,"[0.424710048641595,0.575289951358405]"
15059.0,1,1.0,"[0.12676287309295317,0.8732371269070468]"
15060.0,1,1.0,"[0.2862834925848164,0.7137165074151837]"
15070.0,0,0.0,"[0.7871443737759828,0.2128556262240172]"
15075.0,1,1.0,"[0.31517742459303993,0.6848225754069601]"
15076.0,0,1.0,"[0.25740124733674696,0.742598752663253]"
15088.0,1,1.0,"[0.22443730540236642,0.7755626945976336]"
15091.0,1,1.0,"[0.3560591421827474,0.6439408578172525]"
15096.0,1,0.0,"[0.5475854027009711,0.4524145972990289]"
15106.0,1,1.0,"[0.1674613947091291,0.8325386052908709]"
15107.0,0,1.0,"[0.46541936418036844,0.5345806358196316]"
15142.0,1,1.0,"[0.36571479363213033,0.6342852063678697]"
15158.0,1,0.0,"[0.5192160409091267,0.48078395909087335]"
15163.0,1,1.0,"[0.4109453998483286,0.5890546001516714]"
15172.0,1,1.0,"[0.1555096163693707,0.8444903836306293]"
15185.0,1,0.0,"[0.5411433226818237,0.45885667731817625]"
15192.0,0,1.0,"[0.2356523134906033,0.7643476865093967]"
15194.0,1,1.0,"[0.053303290613473185,0.9466967093865268]"
15197.0,1,1.0,"[0.3190807384462748,0.6809192615537252]"
15204.0,0,0.0,"[0.523557091539496,0.47644290846050397]"
15208.0,1,1.0,"[0.2655409296359096,0.7344590703640904]"
15212.0,0,0.0,"[0.7015928774222522,0.2984071225777478]"
15220.0,1,1.0,"[0.14488827444536131,0.8551117255546387]"
15244.0,1,1.0,"[0.31532175376535193,0.6846782462346481]"
15253.0,1,1.0,"[0.2421025801549233,0.7578974198450767]"
15257.0,0,0.0,"[0.6864862686637664,0.3135137313362336]"
15260.0,0,1.0,"[0.16589980571871768,0.8341001942812823]"
15265.0,0,1.0,"[0.174707425031497,0.825292574968503]"
15275.0,1,1.0,"[0.30421599774464364,0.6957840022553563]"
15279.0,0,1.0,"[0.47327440004655974,0.5267255999534403]"
15288.0,1,1.0,"[0.14215562850433763,0.8578443714956624]"
15292.0,0,0.0,"[0.5089475425404812,0.49105245745951875]"
15306.0,1,1.0,"[0.21464643537389436,0.7853535646261056]"
15313.0,0,0.0,"[0.8382745864096257,0.1617254135903743]"
15341.0,1,1.0,"[0.260001372590106,0.739998627409894]"
15342.0,0,1.0,"[0.39670335307956633,0.6032966469204337]"
15344.0,1,1.0,"[0.3521899222461232,0.6478100777538768]"
15345.0,1,1.0,"[0.4296530570852853,0.5703469429147148]"
15346.0,0,1.0,"[0.48735583665987936,0.5126441633401206]"
15351.0,1,1.0,"[0.10881526944193186,0.8911847305580681]"
15353.0,0,1.0,"[0.24666762151181523,0.7533323784881848]"
15380.0,1,1.0,"[0.21914082433914805,0.780859175660852]"
15384.0,0,1.0,"[0.2969224749099604,0.7030775250900396]"
15393.0,1,0.0,"[0.5324732135846348,0.46752678641536516]"
15407.0,1,1.0,"[0.17663829128343186,0.8233617087165681]"
15417.0,1,1.0,"[0.356413679578208,0.643586320421792]"
15433.0,0,1.0,"[0.3158471138975466,0.6841528861024534]"
15442.0,0,0.0,"[0.5773021672600507,0.4226978327399493]"
15452.0,1,1.0,"[0.290998178762077,0.709001821237923]"
15469.0,1,1.0,"[0.40270236088396394,0.5972976391160361]"
15475.0,1,1.0,"[0.36559418688606593,0.6344058131139341]"
15485.0,1,1.0,"[0.13781734741796098,0.8621826525820391]"
15494.0,1,1.0,"[0.16044643868317923,0.8395535613168208]"
15498.0,1,1.0,"[0.032707315805674486,0.9672926841943255]"
15505.0,1,1.0,"[0.11525354158203625,0.8847464584179637]"
15514.0,1,1.0,"[0.09744945682753334,0.9025505431724666]"
15518.0,1,1.0,"[0.11089226530374018,0.8891077346962598]"
15527.0,1,1.0,"[0.11078758438299101,0.889212415617009]"
15530.0,1,1.0,"[0.15869634704480032,0.8413036529551997]"
15552.0,0,0.0,"[0.616913852879636,0.38308614712036404]"
15555.0,1,1.0,"[0.042747942554961955,0.957252057445038]"
15561.0,1,1.0,"[0.3115689514389325,0.6884310485610675]"
15569.0,0,1.0,"[0.2505521443949296,0.7494478556050703]"
15570.0,1,1.0,"[0.06856553464759865,0.9314344653524014]"
15576.0,1,1.0,"[0.25833023895874485,0.7416697610412551]"
15577.0,0,1.0,"[0.39976608803597935,0.6002339119640206]"
15585.0,0,1.0,"[0.3631496964668242,0.6368503035331758]"
15593.0,1,0.0,"[0.630407593033638,0.369592406966362]"
15611.0,1,1.0,"[0.21383038255566933,0.7861696174443307]"
15612.0,1,0.0,"[0.6418332759728484,0.35816672402715155]"
15615.0,1,1.0,"[0.03949249032224921,0.9605075096777508]"
15625.0,0,1.0,"[0.18741627422299784,0.8125837257770021]"
15626.0,1,1.0,"[0.2791829391168195,0.7208170608831805]"
15632.0,1,1.0,"[0.09743932327242226,0.9025606767275778]"
15643.0,0,1.0,"[0.3359472569521388,0.6640527430478612]"
15644.0,0,1.0,"[0.15487868291204257,0.8451213170879575]"
